cert,report_pages,target_pages
8aca11dd8e33c964,44,129
8adbd7e9acf259f2,34,35
8adcd2a318d1b970,16,52
8ade0910a89717a8,32,96
8ae424e837898c32,25,83
8ae9a7fbbb50b6ed,16,130
8af5d18e22d9f561,16,46
8afc8eb5c1b8d103,32,62
8b0204e041dd3eb8,12,68
8b02fb62f675855b,18,62
8b294f715cc924a2,19,89
8b357b0ccdafe13b,14,46
8b3c4eb3efd1cdaa,16,80
8b418b0d24f22753,17,84
8b41fea6ed931682,30,77
8b56bb7d6f1e0c06,29,185
8b6133628e7d8351,23,65
8b7145c13f36c324,15,58
8b7b41c54dc6f268,13,52
8ba02dba3c3b45ff,18,86
8ba06ae83d77ef0d,36,45
8ba22f6c9651edc3,18,88
8ba5d4d02ea73d3d,15,80
8bb25a14b21fcce6,40,59
8bbbd89d09bb82ab,15,52
8bc3658bc958f81f,17,100
8bdb610131555c12,36,129
8be04b86c81d8d29,13,76
8bf284d3b482ad65,26,46
8bfcd51b867f59be,20,55
8bfe0e03fff5d93e,24,34
8bfff0b9bab3a99a,14,39
8c156b3038050bba,22,37
8c19517fc6e0f57d,13,41
8c1bba99777fa213,19,55
8c21cafc192eeea5,16,92
8c26a0896479a8fc,17,76
8c3d26d5334f4f44,33,57
8c4c151144e1357e,32,57
8c6c4b4606608dfe,20,102
8caeea874e7e6749,26,70
8cbf3163b308d25b,20,120
8ce134684a5ee3c4,20,53
8cf86948f02f047d,19,86
8cfb943de1ca8e41,26,57
8cfcf8dc64485a74,15,84
8cfd0c9f4bcd21b8,42,143
8d0578fcded1f773,40,75
8d2c50e41a1a0061,15,66
8d377029ec6c4cf3,13,50
8d4162eeb5a50b0b,55,88
8d4a6cefea9d8f17,20,64
8d554358719e099d,17,80
8d68ee5c283ca6b0,42,102
8d6a75f515bd7423,14,48
8d6bca0d7f228191,15,72
8d6bde9a8bd70151,40,76
8d89e926a34fee1b,16,127
8d8c4515e497f1e2,16,74
8d92202f35f15712,21,136
8da263e23f332322,34,153
8da378edb071a71c,26,47
8da3e1e348d36e07,16,57
8dac72b27b58165d,20,112
8db7452a61902c1f,28,113
8dba0b4b45a8f05e,25,84
8dcdbce3262bfcd6,17,68
8dd7098f5ca88e37,19,81
8dd850c81b49a1f9,36,59
8deeca8be9e1b6be,16,120
8df397d881541e04,19,70
8dfa38434e722e70,19,44
8e2bfdbb2065dfc8,18,53
8e3fdabd083ffcfe,21,44
8e47614ffc7cecd5,44,68
8e61730467c8b926,14,61
8e627d6290cb451b,14,58
8e6a79a7c2b32057,1,0
8e713eb632acc712,21,88
8e772214cb048e5d,21,29
8e7dbb5fe56a1983,13,37
8e7fc995564ffe31,15,67
8e821fa881aa4756,38,44
8e93586c1ec97514,30,89
8e988a7d29c8012e,28,67
8eb6fca41668f95b,44,79
8ebc7a71af5910b8,38,90
8ecc2cf269498bee,15,99
8ed566f6873ef49e,37,70
8ed77a6223a94fb5,14,35
8ee42f74011d27cc,14,27
8ee7145a1b48b578,14,61
8f071ddc0e54ca72,36,110
8f0bf66e0ebaadbf,26,99
8f135c0256e49f0e,40,82
8f3037c89c498e88,20,65
8f325fea22973961,12,61
8f4e07aed7805538,25,45
8f538d2eb9a1c6c7,39,75
8f5a8c8e8147d614,16,92
8f5c4f60e8c732ee,22,45
8f7cc0f456186028,50,173
8f7e22207cb3dd8b,22,64
8f81bb35e37f1b4c,13,200
8f85d66508aa4148,23,35
8f87fe60de8b89bb,33,125
8f96aeb213183c53,15,68
8fa872c5e9d49a55,24,39
8fbe28bc70a821bd,36,61
8fbfdb6d398d2a44,22,45
8fdeb71921016b9c,18,44
8fea2067130db91e,26,102
8ff91b407ccd4b18,24,84
900fc57d6f5a02da,13,51
902dbd430adb77a5,48,57
90386516b3fdf4e9,29,46
90393cad99a3f6f3,35,96
905148e18a22ccf8,21,94
90581f56f6846be5,16,91
9060684220d85047,15,93
907433fbf9e00ce3,40,133
908128ea95f94b09,16,47
9084479f3169b2a0,21,59
909ccad8c25a476c,14,67
909fbda138b248b7,32,71
90a7d79c1fba0144,13,51
90af321926ad2230,17,73
90c290ed4ded479d,33,159
90c3d9439e7fcfd8,24,72
90d4421606e3b32f,21,77
90f1d708d20deb30,21,26
90f7eb27fd915f78,37,85
91108cfcecb98297,27,118
9114f0f9938e558c,14,49
9120e3b2d2e3a0aa,18,40
9138d48a5c177918,9,52
915e1215daccccbe,22,52
915e919390e6f58b,14,87
916ce9eee629ea17,33,80
91b4970cffe1bb3f,15,89
91b752ff83e97c76,18,71
91ca86a559ce9e56,28,52
91cc0d74e99141f0,36,44
91cec37c43242f9e,1,0
91d4367111d03c16,32,78
91edc08f2f4397a1,35,96
920efbf0e10aff45,37,129
9211dbee5571557b,20,73
92189e560d7c317d,13,33
9219f2fb5f305269,37,97
921e042759b30033,17,100
921ecc7c3e5f4884,34,37
9224b693371a52cc,18,98
922837d3479a3f7e,18,106
922dbd2be8c9644d,13,81
922f69fa22d88c2e,48,40
9231adbf747903df,17,43
9231c595e2857650,25,54
924194d0330c4f4d,20,79
9253ec0d31264194,14,38
926db71f8f56230e,36,82
927a2cdfcbd40e06,11,62
928030d846a9cc3e,14,28
928a4c5185e10dbd,38,63
928c461e634983ef,37,86
928e364f71d64595,17,93
9292ab2134e8a712,22,114
9299f6cd8a266541,36,77
92aa6b2fcbfc7722,16,64
92ae986997c1d45c,19,107
92bcc0873f5567d5,13,64
92c7355f5ea28e52,24,78
92f3743c5ec7a199,17,49
9302a95ca3efba5c,40,53
9305078d860a48d5,24,93
930870b5f5db74ea,17,31
931e1b2a68a1bcd2,21,37
93252247a4a79c4c,13,50
9328c028356ab522,22,67
932cef2b9698dde8,42,73
9337ab9573b366c1,44,74
93673c50d5bfb852,37,133
93b6f5da5921b2a3,20,42
93cd730349e0b482,37,49
93efc0873552859a,30,119
93f14cad1cb201fa,34,104
9407e09a064a73a2,42,114
940a18f62c79ffae,12,12
940b64edff7a6a7c,14,53
940f73c19e947c57,15,113
9413be49b529a14d,23,93
943132ad75242270,41,98
9454e7bd2dd57ec3,17,49
946cedf8a9e6e8c6,16,108
9476c9de9ea34166,12,49
948c79c5a29f99dd,34,42
949d4574a87d8a32,38,89
94a23ca5b16b6948,11,48
94dc3b138c2026fb,38,91
94ec85446305c9a3,28,52
94fb86d31446e531,44,60
9502321aff3d291d,27,62
950ba1c7368c397f,32,65
950f88c6036241af,30,0
9529eb793550093c,17,113
953e132dd43ec03f,34,59
953e35b1d3d678ef,48,87
9545f2b0b8b92c8d,34,132
9554b8c6ed690941,25,140
9558a9eaadae855e,33,183
95774db1eb19b767,13,102
957dea7373d82296,35,85
958b86c420e423f4,24,0
95948dc5f3e472fb,20,41
959ff4758b022f9d,16,50
95a873cd7d800b42,26,86
95b2a54b81b0bc6c,38,96
95bb48fd8ea5a7c1,32,149
95c033d561a9c0cc,25,172
95c28ebc351db341,27,48
95c52fa37ef1eb3b,44,79
95c69029642bdb41,37,179
96106c2d31eea8b2,29,81
96158057599125d0,32,0
96293e226c53a64d,22,22
9646e10d3f2b5cd1,15,28
9650ee69410c68ec,48,149
965f41d028746f9b,35,75
9664c0f0ec6401b9,33,115
966a03f9f111aa35,18,193
96823cda0f32b320,23,61
96858d7e9246f318,24,42
9686c5d0a0bb5197,16,55
9696ad927a40c1d4,16,10
96b0895b9f712d2f,34,132
96c685a3cdd9ed59,32,55
96c904c81aa2a241,20,107
96cf0d5d7f98fbf1,15,43
96d69242a699323d,46,270
96e0293b81383445,26,68
96e8f04ba30485cd,32,97
96f061864e003c13,38,359
96f4f6d736f23238,24,63
96fb59dbfe43bd8b,18,27
97066667fe986d9a,16,79
970fe717b0eaf24f,24,44
9736638c6035dc8e,14,53
973989dad9d3d891,18,65
973b6642aa8eb611,18,58
9743174f44c5e2c9,42,66
974df78d9b6e274f,30,85
975dae6e02765a90,19,51
977477f3f0bf1bfc,12,33
9776cff7d7ead7bb,22,77
977b04d04def60a7,17,86
9789ca535f60247f,14,59
979357f42415d6d8,18,55
979e00ac7d3e229c,17,94
97a292f85b058e0d,18,88
97b2c12985b26663,28,111
97b863a7871b498f,18,69
97b9def8d5be2ba4,28,30
97c0b7cb4bef110a,38,64
97cc58c1e41f99b0,19,133
97d00a9f198a6e57,17,38
97d5f9e6e0a11e37,40,56
97eb8171b51f9aad,34,37
97f302708066dc04,40,67
981b6f0175c1f87a,15,59
981f7ea91d7bdcb6,21,93
98248e712dfd30e7,36,97
983d16512ae92d46,34,116
983d431922822165,17,50
984765a443c4905d,34,38
985ffde955eee01a,52,48
98668cafb8dda26f,0,129
987b596b3564b5c8,12,44
988394e53c8e52d9,40,166
988834a68bd33b30,37,65
98937f99289f2499,14,76
989b106f5e63b4d1,30,0
98a578f7758bb518,38,61
98acfff68d0f513f,14,45
98afdc1588f76601,30,40
98bf8ba62c779778,15,65
98c1ac41aedcdae2,27,71
98c915248fb73493,38,73
98d86c6ae9317108,22,54
98e92fd36fe22f33,30,42
98f6da026b790d14,15,62
98f6f9dbb1540a31,40,100
9903c89cbb35eec1,14,49
9910ca31c8195b92,20,25
991790f44a825778,27,116
9921f5e46c0ee664,20,72
99223aca5d9eb3b3,21,94
9938be53082a02e6,24,127
9939d1e87bb98ebe,50,116
994a2bf994b4facd,16,95
994ac7d986a99e50,36,129
996691f0e03e303d,18,49
997281c99ac93b3b,17,50
9973eb31c46f8637,18,106
997699d2d129a417,20,101
998b09ea9af1ff7b,42,115
9992994e3ccba38c,19,23
999a20d50e4c03a8,46,98
99d5fb757fb36e7b,26,65
99d9260164ad9dcd,44,32
99ebfcfea90e5e75,24,113
9a1c767d358eee50,15,70
9a2061f014346e84,17,75
9a22a2bb323cfd0f,17,228
9a2aae90a38f0cb8,27,87
9a312853c1c8d404,37,86
9a57119aba3a9881,40,45
9a6986a9d7d9c10a,16,23
9a772e5b94dafff8,33,97
9a93835ce90411fe,25,161
9a94525307a1b13d,20,37
9aa4b513807ea22c,38,112
9ab03e6e28ea1fc3,36,91
9ab35e7d4098d369,30,48
9ac6a8bda4fb7dc4,34,132
9ad46ff913bb805f,17,159
9ae00129f710b647,24,50
9ae7edbd0444982d,16,98
9ae8bef18938d2df,44,59
9af7301386eb472e,32,38
9b0aa309b2fbd119,35,87
9b0ee315f45da074,17,98
9b19947391273a55,19,68
9b30bcdbccfd4c68,36,55
9b4385738854b039,27,79
9b44dbb0e7a423c0,38,78
9b5f007978a96739,13,24
9b6ef3746b87531e,28,141
9b8b9b7fcd97bc60,38,66
9b920a40d23f41c7,32,0
9ba1fa1ae8c3ae67,15,62
9ba86d1eca65af75,21,91
9ba8a1704453db07,22,57
9ba9256f9bf8ba58,21,38
9bad15ae674a3bef,51,79
9bb53f9a270940a8,37,94
9bd67dfcf3af079a,14,43
9be76c10474e0c80,44,84
9bedb5b157dd80d9,40,77
9c239b3189c3937c,22,92
9c4ce2d32c55df6d,15,58
9c56502bea482758,22,58
9c5d4e978071d999,18,65
9c6440ecec046cc0,21,57
9c662ed62bfd5d2b,17,85
9c7270d2af069b48,16,38
9c7b978f3880e365,29,64
9c7de04ef51d7824,11,22
9c8b20d73c5f47b1,15,56
9c981466b5f69ddc,14,56
9cb4a6f4521d59d1,22,104
9cc13e4576e9bfcc,26,66
9cc6c08cbaa694f2,42,89
9cd0467ab50d0ebb,38,64
9cd33ef162e6513b,37,91
9d0a023ecd4ad7c5,29,92
9d0f3750cb442c5b,33,95
9d15e7bf1444f8b8,20,118
9d172b05f30c0964,1,0
9d183db3cdbe57a9,13,39
9d1a08df29c8aa3a,21,64
9d30bfb616e8b3be,27,72
9d325be6d603b350,27,90
9d33ffc9cbf85b92,15,64
9d36f8ab4e1b45dc,44,75
9d41329d3a925903,32,23
9d69024aca1c4854,16,90
9d80b34e49bf1426,31,79
9d8282ee092943d0,25,53
9d8eb99fcad18bab,17,39
9dab3f1341f54c42,36,67
9dbb21687510991c,50,53
9dcea2173970b692,20,107
9df0fa4c82d5eb19,40,92
9dff000b3f84cad1,19,68
9e018d1837e30a00,20,39
9e04ede5ca1aa9a3,17,91
9e0ec9db58b5c8ec,36,82
9e2ae89af8c004bf,40,96
9e4d3347efd95ec9,23,67
9e50310cd7ac64f1,19,43
9e55246befe96fb4,18,76
9e720991d96c124c,18,74
9e7c513fdd35df17,20,48
9e7fe9f3b90163ed,17,63
9e94b182363869bd,32,71
9eaad7f330dc5c73,21,47
9eac15424d39e01e,20,22
9ec8215ec79b2961,18,106
9ece746dcfd7d9a2,25,85
9ee9f3c598318ae5,15,96
9eee00adf2033634,16,73
9ef09a16826ef078,40,0
9ef6037ebd29a9be,19,80
9efea12344e9bbb2,14,52
9f01946eb73629c8,18,83
9f0de9801a38d664,13,121
9f16f98020c400cf,38,72
9f1d321cde02ce43,17,69
9f24ee666ff809d8,24,85
9f2731e005996cdf,12,31
9f30e8aacb78c9df,17,77
9f400f89490fb8d5,23,53
9f68f90309ace023,12,25
9f6cc7af6f7fd520,20,86
9f7eb5e295755cfe,14,293
9f8c9a3aa64a9f8e,19,113
9f8e93b0ddbc38e7,20,80
9fa26ead7ab034f4,24,164
9fabba102a4d5d4c,21,24
9fb1da643c5eefbe,17,78
9fc3661a70580d0d,17,102
9fd8fcd7ede399f0,15,58
9fe3001530b18eac,12,45
9fedea761b60396e,25,164
9ff41e75b3db2789,21,41
a0004494db6f648e,38,83
a00e93f2981ef418,22,26
a0176ceabc4bfc0a,34,69
a0279eb47694a2e8,23,45
a0621c7e36e9ecb1,38,74
a070117de35c0ca6,36,90
a07548a64fac5794,40,67
a092aebf5a286ded,49,84
a0934453244785e1,21,35
a098a03c3a6ea277,14,47
a0aa53cad9c5d049,22,136
a0b5f46e6774df74,24,83
a0c21aa6c19b39bb,15,51
a0c38b4389ad7cf7,29,182
a0da32d0bb342b6e,15,43
a0f112a821dfe3fe,20,73
a0fff0700364df49,36,133
a133b6760c75c671,15,61
a14f221cf1761a8c,22,89
a154a01ff4cf04c7,18,202
a16f1ebd44d6308b,27,74
a1784dea9b9a2d93,19,71
a17918ec81a36da6,38,75
a182266a61c97e00,13,45
a1872fd338e7b640,38,87
a191b2da409f3518,36,102
a19a44258868fd3a,32,0
a1a1958a1435eaa5,36,63
a1a5a7aff7264fb8,36,90
a1b258463ce9fcd8,20,33
a1b5d4385adf785e,14,52
a1b8a21275ba4fa7,18,32
a1f410a18cf45a35,38,79
a20bec09c0eafff0,14,76
a21489f32de33929,30,102
a21a54ac5764b298,37,40
a21b12bb215e0983,15,94
a21d17fd2d8b8edc,20,54
a269f33d8469d45f,15,91
a276bd58a15d5be6,17,71
a289b9d43310182b,30,100
a29d46ab6efee468,17,109
a2a5ccdf0846ce67,38,79
a2b962c7f1d2bc56,23,0
a2cbd066271b6b3b,36,51
a2d42d7d5d783402,20,48
a2dcbc493cda0cad,17,43
a2e0984097d6e2e4,38,94
a2f0d842ec6b0e7c,29,56
a3210e75e10a3ba8,18,63
a334142059d865a2,16,90
a3562f650908bbee,16,49
a35ed74b7ea3ec4b,15,90
a36e2e19e05a3909,18,49
a372890b0792b3e8,24,96
a375bf7321389585,42,63
a38c2563015b35cc,17,44
a38fbb576027f6c6,18,103
a391d5fb0d3e253c,37,93
a3abfbcba72cee1a,18,121
a3b672fe6a2a9c41,16,37
a3c695a149128bf4,15,48
a3c73cf62f8eb59f,18,97
a3c99646acb0bb6f,16,101
a3ce83be28f3c4c3,32,33
a3cf1d6c1fae6be2,26,30
a3d152e25f8ce6c9,16,55
a3de319045809828,36,90
a3e8209a528a4037,17,101
a3eb9c80a3796855,40,0
a3ffb2c4deec8d6a,42,55
a4164775d6ed0d9a,13,50
a426b267ebe7c611,30,54
a42eb7c18fc371fd,23,37
a43d7cf2d214fbb2,22,54
a4590d39f8cb903b,34,30
a45f04b9a5244a51,36,36
a4633224b0764d84,14,132
a465a767ceb7fd30,25,93
a470652991ba3a89,12,41
a47713a44e4c656b,12,93
a47d2ac3eaf7b109,16,86
a47e5a70da056b0e,20,67
a494ba95842f0cf2,24,109
a49706f436a6873d,18,64
a4a461ac8ef7d214,47,424
a4a4e2df1ed205fd,39,111
a4a6864a4ed92042,34,42
a4ab6e728810f94f,19,84
a4b2519ed55d4399,14,71
a4bbf07046109fc9,14,38
a4cb06ced13d0fd5,24,38
a4d0e44f4527180f,16,51
a5082dd440678d5f,12,45
a50d8bac9a724b17,15,62
a515a81bc4be3cd2,38,60
a52f807db0eb7fdb,18,87
a531bd2b39f6b854,35,88
a53b38a0488218dc,12,44
a5451ba38050a44d,46,63
a54df2d38539c693,19,37
a552244ec3ca8f60,22,0
a5582c2c9f2c7860,18,96
a55ace0305e39654,24,127
a5607124c92c10ed,21,72
a56b1b5ddc049b8a,26,66
a573f83770ca1a51,16,51
a57845715134651a,12,104
a586a2744923acd1,21,84
a5898123ec124b34,17,54
a58bc23175c42333,13,51
a58ce94d24ac0b2d,16,85
a58dde5dd4aa808c,37,120
a5911cd8ee937d06,18,42
a596f2412c0f8fe2,38,69
a5a8a290a19eb52e,20,41
a5aa0069649b0c56,37,91
a5adb726852f5cc5,20,118
a5b163b8b4f7f5cc,15,33
a5c175a559b4a34a,38,58
a5e8267322d0d7a6,17,48
a5f63eea5c7b2e08,27,108
a5fd51390f814a46,16,20
a6015339aa4434cf,19,79
a606e94c8e0e3028,15,23
a60b819509d62b84,38,67
a6100432995f0ae9,20,123
a62c55533f4e1636,18,49
a636916a8a84460b,34,0
a649c5b8101b5e9c,20,52
a64e6bf63ab6a299,21,64
a6629b6ce5514a43,26,87
a663681c26f202d9,34,31
a67521fdf7c02b45,20,104
a67614bd685d7dfc,36,90
a67919286833a7df,25,133
a67e66c49ead74dc,12,37
a67fe4216fd88917,19,51
a688f0f7451c896b,23,101
a6949a4d9c8c01aa,33,56
a69ec271f8651d1b,26,79
a6b9480ce09c0a6f,13,34
a6bb436093c324e4,18,97
a6c1dd30884a197c,20,104
a6cdbfd0a7bef417,15,57
a6dabc561da8937c,28,50
a6dc46792d4e41c8,51,173
a6df62fb33fb467a,20,57
a6e37f57c6e72d8c,21,72
a6ed828addca3921,31,61
a6edf4ef312fdb60,17,67
a6f2ff45c58e8f1e,15,41
a6f6336e26f39e4b,20,59
a6fac58198296194,39,74
a6fe8fe0aaf2fa92,14,69
a70570dc2df408e4,37,91
a70a9843e5b5d4a8,15,94
a7120da6bf4874fa,20,18
a726b95d4385c6c9,22,51
a72899ee1d0e4c7d,25,57
a7497401f14e9177,22,39
a74ca10072876301,38,78
a74e5324c9c4efe9,14,53
a76054a284f0ce61,21,62
a7660dd11f3d92cc,13,42
a7666a5157a31d32,20,125
a76d1c0d9964d583,38,122
a781ac2579798523,14,55
a78226abff61b3f3,40,35
a7840a951b1de6c2,15,54
a79f15874e255007,57,112
a7b121def0f6d2f0,36,90
a7bc83e47bb2135c,13,51
a7ca48031b35a5b5,13,71
a7d6e1aeb5e009f0,38,75
a7f012435ab17bfb,35,42
a7fb436737683c47,26,118
a8057b728d4195ca,42,92
a81bef1cf692a712,29,28
a82b1fc70b35b2be,25,61
a83fe0ea2f391ee8,38,73
a851c3b4377f4923,19,58
a867d281d34d34b7,36,129
a878c0ec29a89ae9,22,47
a880b73034dc01e1,18,72
a892ca2004b2eedf,13,118
a89540cb349a0db2,13,61
a89ee15539d006d1,22,43
a8a34b637bb346a1,47,48
a8cbdc340ad86a01,17,32
a8d25feddaa21bc8,12,52
a8e5ac6c351a65dd,31,67
a8e6a1d6b81b4e2d,54,239
a9002e015249c404,14,63
a9004216663480de,50,185
a904d6cb272e8533,18,96
a90544b50a744d4f,12,141
a91b4c64329d05a8,19,106
a91ca8347f800ee7,31,97
a925d8f1adc5cfe2,31,112
a92a031f28de3544,17,73
a92fe4e09a418288,16,68
a93edea77d9f3338,38,71
a940a39be58c59a9,28,75
a94db158a3e5e603,15,74
a94f3463bd227935,21,38
a962d6ad5ab88ef1,17,66
a9639521d8a5ab09,15,75
a9a2d5f41fe92356,15,64
a9aa06ba2e4dff44,27,47
a9d336b90e8b94a2,38,72
a9f542d8e2be69fd,40,158
aa0213dd9f727219,44,108
aa096ffde94b953b,38,73
aa0d8fc490e50298,40,89
aa1731e2b8ad7edd,29,43
aa2315a4299ff1b3,39,140
aa28c116020bbb6a,15,51
aa3f466daa34d3ff,50,181
aa436f4570fd9836,19,164
aa49720eb88f291c,18,67
aa5ee716387896e7,18,72
aa72f03a8624fb8b,35,90
aa816807de8ec9ee,34,54
aa9d7965e03be597,23,45
aaa44ea523be151b,13,54
aabbda39ac6d3698,32,72
aabc3155ba9aec95,12,92
aabd0ff0d82fff72,17,67
aad9ffa7a669d85b,22,36
aadbb9992a672a1b,19,112
aaf48074ea1b4bf4,28,0
aafd2de4f99398c6,38,79
ab0baee807143672,32,64
ab17dbc00cceb07f,13,45
ab1a80b2c15d8c9b,15,79
ab314b7e43ef00be,31,93
ab39cd7fe78622cf,23,109
ab3af998dff7a2ef,16,83
ab3d6a61a1f365e0,13,55
ab4814d2b8c742a0,11,124
ab661e3bb9d3f4b1,18,50
ab68de3e8675eae4,26,59
ab6999d0f0057733,17,20
ab769495f97aab9c,22,118
ab82d47266006d7f,23,83
ab88698a0c6ee1bb,44,79
ab8cf6af80a5c0e0,16,128
ab9820cc7e3798c7,27,70
abada5d4b6993b80,34,62
abb0ac6c8786c369,25,80
abc1f0f55adc2967,19,55
abc5ebc2d7461bae,14,58
abd44cf908373f14,20,87
abd936dc449fe67b,30,59
abe2cae168f7ce3b,15,43
abe89a00b3efa393,36,81
abec684b9c479352,25,82
abef05d4494965e6,38,90
abef2b316c54f9e7,17,85
abfc00ec310bb3ce,28,93
ac1257069b2f4afd,32,61
ac4687f4b15507b6,24,97
ac56c28599de4043,21,118
ac5e56e41a0b950e,17,119
ac71704553b11fb8,17,72
ac82fa5c5950ebd5,19,78
ac8999ef19336c40,17,87
ac8b05a5ded1934c,36,79
ac8c8878cea64e94,14,35
aca070da96add3b6,18,115
acb03d5783b624a8,18,76
acc2401292cdf9d7,25,61
acd1ed29d245aee5,40,0
acd95d9dd4ad410c,14,55
ace069b9b7c10f19,39,76
ace7ea6d7f58dbb1,0,70
ace99e269d2a1bd9,26,58
acee5f619f09bf79,17,89
ad0230b02113d0fd,31,69
ad047d264a746cad,14,56
ad0dee7d490695ec,20,57
ad162002724dbf42,17,33
ad227ad680acd5a0,22,63
ad2351479ff6ee84,18,83
ad43bb30b642aea4,34,84
ad4f5a7c474ed369,22,45
ad55589a6b37a0d4,21,169
ad64d96379e4f88f,21,58
ad7e8eee7a427b13,22,48
ad9ea5a4acf9ac53,15,41
adb678f7143014a0,21,62
adbf2577dd459430,23,71
adc3886cd5faf27e,16,66
adc6215e65f1eb10,11,45
adc6971cdb0613b0,22,68
adc9df2489ce090a,25,112
adfb0da85778b1a2,18,45
ae03080d427404a0,24,159
ae08e45e7c238029,21,110
ae1b80e9cccec491,1,0
ae295ef3384415ef,31,103
ae47ae1c2babf63f,12,41
ae5bb9c501803ddb,17,85
ae5d1783565a0af4,26,53
ae78e8b68bd4c917,15,36
ae9520eb7bbccee8,18,76
ae9574428bd713e6,27,114
aea11fd4d2a7709d,36,94
aeb6d4a93bbab3d5,21,107
aeb79c7e573de0e5,20,59
aeb9a7ea5ecb72df,31,56
aebe4f6b7b66bb43,29,34
aed7a612d966a786,18,67
aed903a7ec6a1182,28,45
aef9c52f741ed0ad,21,78
af10ee8b6152998a,17,39
af2f67d291cd2ef9,22,66
af373587f2c57a24,40,77
af4494a7b4d85133,16,45
af478678c6464da0,12,60
af4c9b6e93062fde,17,101
af58ba642f4fc3d2,23,118
af61a31e3fd0d6f0,21,52
af65dfc2ab885449,8,22
af6767c887ae930a,16,109
af69743d07b1ed04,11,36
af72c69e63a794c3,28,172
af78198822da03a7,15,69
af8c8c45c3d66963,18,43
af91489db925bd82,19,68
af95b4756f91c411,20,70
afa1af9f34e28040,38,73
afa2c41224b9643f,31,97
afce32c74e4f08ee,16,55
afcf1165734847de,47,49
afcf5263d97159f8,19,88
afd270b25102249c,1,0
afd347aa741c4199,23,107
afd53594ae3ced7c,14,91
afde7a688dcc5c83,12,63
afe441f40a42865e,34,60
b00bb452e7a8176c,18,110
b0116651e09e2253,40,0
b0158470e70089b5,26,114
b01e318111b9858d,15,97
b0398856dc33ac1b,22,92
b040041ef10fc5dc,35,65
b0614cb9cc9ef445,22,72
b0751a2f5cd610fa,18,76
b07627bb44e59178,20,22
b07adba37aa1b7e2,39,127
b086088622e1898b,37,62
b08ef82be3227d6a,40,73
b0a186c3ba684292,1,0
b0b7b073ca2dfe5f,18,93
b0bd4359c3e5fcce,1,0
b0c3b5e7f4ffab91,17,94
b0d820cc80fa507b,15,39
b0deb8e9d0026b64,16,75
b0df6b09f0e052df,12,37
b0e95af7c706ffa0,38,148
b0fc815148af275f,25,49
b0fd694500bfffab,38,64
b10ee0bb166cfd86,16,95
b117ee816d1a1021,34,126
b12b4e4eacad1497,32,80
b12e9573d01f3f52,34,53
b131130935031b4d,41,60
b1401488f998c1f0,13,112
b15c099c68671895,16,126
b15e169e00a85d3d,21,36
b168db2651cbc1d6,18,47
b16a0e6c208a407d,14,50
b175e9107eeec286,23,224
b186103f9cab8227,37,94
b18975814f1e5af1,27,109
b19a4e8667817aa3,17,38
b1a9ec8f56c7a36b,23,66
b1b04d862f4c32af,17,76
b1b385d5bad724ed,24,61
b1bfcaddc31dd335,21,62
b1d4a77babcd94a9,25,27
b1e33617f98d4e7e,24,80
b1ef468658a9a0c1,11,56
b1f1e9cc530dba0a,32,49
b1f2aa8f6f76b30c,17,43
b1f92dfbc5d51547,14,30
b1fde924fcddd798,22,100
b21be5dd6fdec83b,44,61
b224a05ad0f1ec6b,14,74
b23a595bb30865b5,36,82
b23babf61349db1a,20,104
b2436dcf1c8e5dc5,34,131
b24a14935edd51ad,42,133
b24f997d9358b324,16,50
b252ff42ce0b7443,12,82
b26c9f300c14239d,17,75
b26ce64e0c677e3d,16,50
b274439f65c6ef42,45,8
b27529e497e8bd60,36,79
b2aea954a265af60,20,133
b2aefe8b1bd4d9b3,32,123
b2ba4d07e03b47ea,33,63
b2bab86575d21b44,21,143
b2f1eac01c36057f,36,69
b2f3874cdb97fe27,34,30
b2ff2c43c1393370,35,90
b2ff37b3742ba8fa,25,67
b3029fcdde1768b7,36,91
b309a96581d640b1,50,88
b30ef2c1aaec9236,17,145
b33406a237a97bf0,25,49
b33eaac3aae2f1e7,29,82
b34116618c83ffb6,39,62
b3603c84219b0cff,32,156
b3757b6bb5f884d4,13,86
b384fee450a04ec7,32,154
b3855f3a6c06c01c,36,128
b39155e8197af48e,14,75
b39a66121e2ce05a,15,97
b3ae94eeccc566ba,15,68
b3b547454a63153b,22,120
b3b7ac7aae87793d,13,87
b3c74e469880b977,17,94
b3e1956635ea7c57,38,54
b3f6140720637831,14,53
b402cb61be362e5f,42,77
b42009eb34746731,12,90
b4288d36bc129d2f,20,27
b43100f226a61f53,0,70
b434dea9be2868db,35,154
b4479ea49aac9807,18,76
b453f24f510dda48,14,56
b46f6787745c57f1,16,86
b4768c31e98b2170,14,120
b47b457f73c42c60,25,133
b49efd086851f84d,17,51
b4a2999b439b1ba8,33,63
b4bc79d8a558c7cf,23,52
b4bd7fef87bbd091,28,91
b4bec1e6f04c3533,32,50
b4c839f9af02cf1f,16,57
b4da176e90013e7c,24,42
b4e70c09ca54286b,15,55
b4e712fb3bb2ae10,36,41
b4ecd3aad949980f,26,97
b4fc6a7b6c200b1b,29,61
b4fea74f25adfdbd,22,82
b516d9bc9f66dde8,16,61
b519dde11c06366d,40,112
b5319cb1a4c3bfdf,35,52
b536b4124be26f1a,10,38
b5422eba5504df04,16,41
b54e179209c533c5,17,62
b556533c023e6845,22,36
b562ba6b6f16d4c1,32,61
